mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__l1_ratio,param_clf__class_weight,param_clf__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7636818408966064,0.10878713740984036,0.016589260101318358,0.006485232209317624,0.0,balanced,0.006158482110660267,"{'clf__l1_ratio': 0, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.006158482110660267)}",0.8616533288168128,0.8518166923331153,0.8264542192841201,0.8410176003616125,0.8600128541966833,0.8481909389984688,0.013100240279916213,21
3.001816511154175,0.8131217344492264,0.0134552001953125,0.007236417144901888,1.0,balanced,0.42813323987193913,"{'clf__l1_ratio': 1, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.42813323987193913)}",0.8620626384948696,0.852484723189109,0.8291698449021103,0.8409081278074414,0.8613759640647514,0.8492002596916564,0.012605183328701988,5
0.18836898803710939,0.03074101674842259,0.016283559799194335,0.0017075278336906657,1.0,,0.0018329807108324356,"{'clf__l1_ratio': 1, 'clf__class_weight': None, 'clf__C': np.float64(0.0018329807108324356)}",0.8236210498087537,0.823430654881196,0.7896679097098624,0.8094506596604232,0.8293887900104527,0.8151118128141375,0.014317005173155877,28
1.8486632347106933,0.3610789906310951,0.012979793548583984,0.007006648943279468,0.0,balanced,0.0379269019073225,"{'clf__l1_ratio': 0, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.0379269019073225)}",0.8635163935583126,0.8530859509595033,0.8284353193773484,0.842179421984914,0.8612382405288583,0.8496910652817874,0.012994104246761711,2
3.589241790771484,1.1285098464359276,0.014081048965454101,0.006455752399409893,1.0,,4.832930238571752,"{'clf__l1_ratio': 1, 'clf__class_weight': None, 'clf__C': np.float64(4.832930238571752)}",0.8605383127972788,0.8532512006975649,0.8273405938356357,0.8410776336977711,0.8590064129728509,0.8482428308002202,0.012492885234373828,19
2.587700843811035,0.44610228764351784,0.013071155548095703,0.002376680876998731,0.5,balanced,8.858667904100823,"{'clf__l1_ratio': 0.5, 'clf__class_weight': 'balanced', 'clf__C': np.float64(8.858667904100823)}",0.8624754767046336,0.8522034470392168,0.828339972314038,0.8407915925078395,0.8609239483572054,0.8489468873845867,0.012870366603698478,10
2.659979820251465,0.5056049599428548,0.01199326515197754,0.006772080055902836,0.5,balanced,54.555947811685144,"{'clf__l1_ratio': 0.5, 'clf__class_weight': 'balanced', 'clf__C': np.float64(54.555947811685144)}",0.8624331343241451,0.8521788353761013,0.8283399723140379,0.8408092493714157,0.8609239483572055,0.8489370279485812,0.012857993225945177,12
0.2416107177734375,0.040435610298549134,0.015950441360473633,0.005640498716471363,0.0,balanced,0.001,"{'clf__l1_ratio': 0, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.001)}",0.8576872591777108,0.8492394996097293,0.8224708308613724,0.8397074610842726,0.8586144306014634,0.8455438962669097,0.01340438687513123,26
3.6203644275665283,0.7460502095174907,0.017811155319213866,0.0070711897171912095,0.5,,4.832930238571752,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(4.832930238571752)}",0.8605630125192306,0.8532265890344491,0.8273511879537813,0.841162386642936,0.8590381953272875,0.8482682742955369,0.012488032770851148,18
3.4903130531311035,0.48665444909454164,0.013046026229858398,0.0067966115024200285,1.0,balanced,29.763514416313193,"{'clf__l1_ratio': 1, 'clf__class_weight': 'balanced', 'clf__C': np.float64(29.763514416313193)}",0.8624825337680484,0.8521999310873433,0.8283329095686075,0.8408021866259853,0.8609416052207814,0.8489518332541532,0.012875879634858417,8
6.68629207611084,1.6276132205586589,0.014863872528076172,0.005620708811642201,1.0,,0.42813323987193913,"{'clf__l1_ratio': 1, 'clf__class_weight': None, 'clf__C': np.float64(0.42813323987193913)}",0.8608347094606993,0.8536344394517927,0.8282446252507274,0.8409081278074413,0.8588333757098059,0.8484910555360934,0.01227356923741778,14
3.4297637939453125,0.5217585803696305,0.013394498825073242,0.0018755259230675927,0.0,,0.06951927961775606,"{'clf__l1_ratio': 0, 'clf__class_weight': None, 'clf__C': np.float64(0.06951927961775606)}",0.8635904927241677,0.8533285516387852,0.8267155408650451,0.8424901827838517,0.859062914936294,0.8490375365896288,0.013204914906094942,7
0.8367676734924316,0.1730810587733842,0.014699602127075195,0.001694818338312716,0.5,balanced,0.02069138081114789,"{'clf__l1_ratio': 0.5, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.02069138081114789)}",0.8607006252558186,0.8532828442644278,0.8253171172698252,0.8404137356273129,0.8617043817272652,0.8482837408289299,0.013774515858865532,17
9.87814621925354,3.9069900953245655,0.016285133361816407,0.004210228908639147,0.5,,0.7847599703514607,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(0.7847599703514607)}",0.861060535489972,0.8533988706762582,0.8274995056078197,0.8410917591886319,0.8590982286634461,0.8484297799252255,0.012569539202699098,15
2.1608572959899903,0.21191671089514505,0.017697858810424804,0.011195850126375542,0.0,balanced,0.06951927961775606,"{'clf__l1_ratio': 0, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.06951927961775606)}",0.8632517536802585,0.8530648552482615,0.8286542644856908,0.8421229200214708,0.8614006836737577,0.8496988954218878,0.012901266568242918,1
0.5773698806762695,0.07494631546433203,0.016109466552734375,0.0017129433452721945,0.0,balanced,0.003359818286283781,"{'clf__l1_ratio': 0, 'clf__class_weight': 'balanced', 'clf__C': np.float64(0.003359818286283781)}",0.8604465709728868,0.8513947781082771,0.825105234906913,0.8407350905443963,0.8595643698618526,0.8474492088788652,0.013233356501352328,24
0.7654407024383545,0.11617228837669828,0.021165180206298827,0.005319933412948777,0.0,,0.003359818286283781,"{'clf__l1_ratio': 0, 'clf__class_weight': None, 'clf__C': np.float64(0.003359818286283781)}",0.8601148889923925,0.8502274820862252,0.8238515975930164,0.8403219199367178,0.8579328756674295,0.8464897528551563,0.013274699626298897,25
2.2840288639068604,0.36947129075195545,0.01770782470703125,0.005117413207215594,0.0,balanced,100.0,"{'clf__l1_ratio': 0, 'clf__class_weight': 'balanced', 'clf__C': np.float64(100.0)}",0.8624190201973155,0.852192899183596,0.828343503686753,0.840816312116846,0.8609345424753512,0.8489412555319724,0.012855694031004151,11
5.94617919921875,5.4812883940334585,0.012333345413208009,0.0035908501470548774,0.5,,1.438449888287663,"{'clf__l1_ratio': 0.5, 'clf__class_weight': None, 'clf__C': np.float64(1.438449888287663)}",0.8608100097387474,0.8532933921200486,0.8272911546176229,0.8410599768341951,0.8590593835635788,0.8483027833748386,0.01257766372743738,16
2.5165318489074706,0.440043878047543,0.0080718994140625,0.006718888430307264,0.5,balanced,16.23776739188721,"{'clf__l1_ratio': 0.5, 'clf__class_weight': 'balanced', 'clf__C': np.float64(16.23776739188721)}",0.8624684196412189,0.8522034470392169,0.8283329095686075,0.8408021866259853,0.8609380738480661,0.848949007344619,0.012872433938668585,9
